,Basal18,Basal73,Basal98,Basal103,Basal109,LumA18,LumA73,LumA98,LumA103,LumA109
ENSG00000106004,64,107,175,140,36,322,874,10,28,118
ENSG00000106009,4981,4919,2387,2432,871,3821,3477,7032,2644,2460
ENSG00000106012,2299,2981,1560,1860,579,4038,4011,8631,1822,2644
ENSG00000106018,97,1,4,56,14,739,74,244,4,87
ENSG00000106025,359,4381,16,1320,355,572,955,103,299,1953
ENSG00000106028,4713,8766,12621,5509,2763,5109,4629,2078,2970,2724
ENSG00000106034,157,263,73,3874,359,1006,4331,144,226,349
ENSG00000106049,6241,4350,1743,3114,762,8958,5104,7058,1843,3987
ENSG00000106052,9497,10380,8445,13383,3997,17516,18084,23315,7421,12021
ENSG00000106066,785,670,1727,9821,787,1013,2699,323,419,382
ENSG00000106070,3863,3900,2276,3509,2216,4846,2626,3808,2160,1921
ENSG00000106077,3753,1996,1748,861,801,2758,1592,3194,2421,1584
ENSG00000106078,11407,4879,1092,185,387,4348,8164,13836,879,7337
ENSG00000106080,1243,857,507,2116,1223,1945,3216,183,662,453
ENSG00000106086,1099,2022,654,1766,842,1848,2657,216,515,368
ENSG00000106089,415,304,224,172,151,295,232,481,196,189
ENSG00000106100,613,633,310,1454,441,1113,1399,842,163,538
ENSG00000106105,9542,12842,6124,11784,3290,7231,9889,10009,3956,3753
ENSG00000106123,1383,274,218,608,2657,202,216,41,95,142
ENSG00000106125,62,46,33,36,30,50,90,84,0,9
ENSG00000106144,4647,5689,4738,4930,3336,4731,5095,2713,3318,2786
ENSG00000106153,16834,18926,14244,10130,2744,12284,10264,18156,7554,12193
ENSG00000106211,28645,15382,5660,9211,1397,26039,7021,3860,145531,9865
ENSG00000106236,96,237,71,116,17,109,102,116,37,52
ENSG00000106244,9453,12236,10060,7453,3732,5398,7177,4409,6208,4527
ENSG00000106245,1539,2609,2366,2536,537,1667,2133,1136,1583,1229
ENSG00000106246,152,216,201,133,104,169,214,67,118,62
ENSG00000106258,153,325,229,472,60,499,468,274,179,306
ENSG00000106261,5833,7523,4824,9962,4952,32695,16813,12301,5595,10793
ENSG00000106263,17436,26949,15852,15228,5377,12532,17871,21252,7338,8499
ENSG00000106266,2241,3209,2011,2865,606,1832,3394,2430,1028,1209
ENSG00000106268,957,1813,1601,922,228,591,671,675,501,394
ENSG00000106290,2847,2279,1734,1871,920,2294,1639,1455,1656,1289
ENSG00000106299,4404,6093,3821,7656,3855,10481,7953,5370,4870,5926
ENSG00000106305,1103,1429,1232,819,259,989,1102,1527,544,552
ENSG00000106327,497,172,242,291,139,343,85,105,44,68
ENSG00000106330,1643,2599,1172,740,307,1629,835,688,1178,687
ENSG00000106333,3250,7545,1542,7005,1875,3284,5283,681,2456,1154
ENSG00000106336,15,32,12,11,10,52,9,12,19,13
ENSG00000106344,2546,4738,4809,5170,2050,3300,3362,1623,1282,1223
ENSG00000106346,1281,1742,1753,1855,667,2024,1774,3021,717,1056
ENSG00000106348,10044,10110,10824,7850,1905,4860,7286,3150,3189,3879
ENSG00000106351,1041,860,388,1801,598,2661,1588,1220,699,1085
ENSG00000106355,2119,2955,3009,2142,1159,2842,2539,3802,956,1981
ENSG00000106366,9515,3064,395,15826,1490,1102,8221,335,4388,1665
ENSG00000106367,4893,6110,4504,2545,1533,4530,2951,1566,3204,2243
ENSG00000106392,643,2721,2553,3544,1450,3083,5219,2006,474,2587
ENSG00000106397,12530,6065,11851,6791,1853,5551,5209,1712,4666,2083
ENSG00000106399,1141,1442,1117,1381,761,2338,1799,2393,598,1362
ENSG00000106400,5602,5120,3927,3691,1513,4984,3256,2051,4697,2984
ENSG00000106404,647,379,129,561,168,453,360,379,234,196
ENSG00000106415,714,553,189,2487,418,2864,2700,5013,473,816
ENSG00000106443,3177,9944,2575,3472,1484,4414,5979,6686,2301,2718
ENSG00000106459,1420,1366,1220,1658,427,1388,1160,1325,685,924
ENSG00000106460,1997,3456,887,5544,1703,7994,9719,11630,1935,4668
ENSG00000106462,3349,2998,2583,3160,1898,1226,1474,867,608,505
ENSG00000106477,1411,1749,932,1259,779,1561,1270,589,1069,923
ENSG00000106479,917,818,335,1002,744,2993,1557,997,502,960
ENSG00000106483,1712,4334,305,40782,3129,10770,8751,161,407,2434
ENSG00000106484,2615,1255,5569,3605,7073,4079,1681,237,1681,983
ENSG00000106511,40,15,5,1698,86,521,341,4,76,132
ENSG00000106524,645,590,298,1144,547,2224,2272,1975,465,1003
ENSG00000106526,171,182,289,246,168,231,422,238,50,145
ENSG00000106537,1959,5567,3451,4884,2396,41454,16195,26607,6739,19011
ENSG00000106538,3106,9092,651,7043,456,1022,4829,145,521,647
ENSG00000106541,61,2,403,12,115,26200,35236,26767,1180,17329
ENSG00000106546,959,2493,2559,8741,1995,3882,5609,4348,803,2862
ENSG00000106554,4066,5487,5813,6621,3035,3823,5892,1791,2655,2720
ENSG00000106560,308,270,251,3753,696,1497,1331,87,89,635
ENSG00000106565,3607,6613,1245,27675,1039,2033,4797,415,3732,874
ENSG00000106571,1009,679,2557,1823,1376,5986,4278,10593,1275,2194
ENSG00000106588,40,28,24,72,47,60,54,87,9,22
ENSG00000106591,2919,3901,2823,2376,967,2586,3114,5313,1176,1668
ENSG00000106603,2578,2644,1905,2790,1023,2853,3390,4262,1508,3222
ENSG00000106605,2334,1738,2174,5098,981,3355,7525,7847,3417,8324
ENSG00000106608,2772,2219,2151,2010,912,3299,3168,7311,1346,2782
ENSG00000106609,7803,7749,10310,16112,5207,15936,12584,13907,8173,9462
ENSG00000106610,490,300,257,531,333,605,628,1023,380,299
ENSG00000106615,5299,6751,11835,6639,3424,4446,6203,1994,3841,2484
ENSG00000106617,1580,1591,2323,2622,1287,2535,4490,1840,1359,1197
ENSG00000106624,34206,77544,4493,52806,10711,30793,37848,3597,29612,13440
ENSG00000106628,8358,8594,12500,3698,1971,6257,5836,12097,2997,4085
ENSG00000106635,2633,2544,3686,4226,1264,3700,3396,3555,2221,1999
ENSG00000106636,8495,9095,8861,7631,2877,8545,8189,14947,3181,4661
ENSG00000106638,4522,4517,3306,5705,1395,5817,3818,3593,3182,2994
ENSG00000106665,1714,1070,1537,1982,751,1288,2684,1005,600,659
ENSG00000106682,13208,16165,8754,16853,8292,20272,19481,34662,10508,13356
ENSG00000106683,4637,2602,6339,6752,2441,3945,3716,4461,2332,1719
ENSG00000106686,38,7,103,23,64,249,274,471,55,103
ENSG00000106688,38,123,207,428,720,258,2226,9197,69,199
ENSG00000106692,726,1554,767,2192,1173,4762,2683,2190,1265,1242
ENSG00000106701,232,905,161,683,415,957,701,130,438,117
ENSG00000106714,22,94,63,112,73,131,32,0,8,27
ENSG00000106723,4749,8373,4689,9143,4604,15817,8674,11937,7724,6026
ENSG00000106733,2014,1322,322,1823,772,1641,938,1121,1927,1369
ENSG00000106771,1518,2932,2248,8378,2443,11401,7971,14319,2306,6297
ENSG00000106772,1053,212,83,1496,240,646,790,27,88,297
ENSG00000106780,701,1271,681,3212,827,5619,5133,16704,5847,4283
ENSG00000106785,1864,1300,1779,9670,1698,7517,3685,7794,2126,4276
ENSG00000106789,653,1225,207,2174,497,6090,2336,5883,3870,5134
ENSG00000106799,2989,5683,2010,9919,2704,3208,12118,2334,983,4583
ENSG00000106803,3934,8252,6207,5810,1500,4843,3903,4306,3629,3353
ENSG00000106804,292,133,53,424,239,660,1498,1141,248,620
ENSG00000106809,159,9,8,2210,263,1852,1265,3191,208,5232
ENSG00000106819,1565,7091,281,6634,1045,11809,11387,224,1584,1369
ENSG00000106823,426,1416,58,3643,496,1936,2709,341,358,526
ENSG00000106829,536,451,591,2300,785,1067,1179,130,243,325
ENSG00000106852,422,763,833,895,252,753,271,40,41,250
ENSG00000106853,1112,1914,736,2067,808,4960,2929,5659,3405,2056
ENSG00000106868,793,293,435,2415,490,1509,1784,1756,451,619
ENSG00000106927,9,4,12,7,3,42,6,57,104,46
ENSG00000106948,2140,1099,1654,12157,1398,1719,4061,966,513,1441
ENSG00000106952,185,45,56,1327,125,105,272,66,18,92
ENSG00000106976,636,576,915,1173,587,1209,5627,2518,678,217
ENSG00000106991,5725,10395,6113,19234,2536,7497,20357,6852,2773,5117
ENSG00000106992,330,452,287,203,47,256,289,576,308,215
ENSG00000106993,873,877,1013,1806,1193,2105,2223,2449,896,1144
ENSG00000107014,24,4,51,40,63,98,567,47,147,29
ENSG00000107020,568,725,1384,1816,1124,2762,3876,2122,2045,2179
ENSG00000107021,1755,2981,2254,3080,742,5013,3605,5239,1458,2086
ENSG00000107036,1053,972,652,4230,2632,3482,3837,3250,864,1978
ENSG00000107077,1251,1131,844,2990,1731,3011,3420,3310,1117,1500
ENSG00000107099,1520,895,851,19436,2332,5719,6951,3571,891,2542
ENSG00000107104,4329,1619,1762,4658,2491,5162,5947,5143,708,2475
ENSG00000107105,83,7,112,308,274,90,548,356,81,96
ENSG00000107130,3818,5895,5270,2038,684,978,2933,698,1006,318
ENSG00000107140,3021,3310,1915,2302,1415,3341,2974,3598,1741,1793
ENSG00000107164,2614,4944,3952,4923,1948,5358,5144,6345,2993,3085
ENSG00000107175,3143,2714,1228,3532,2561,5235,4501,7186,1618,3569
ENSG00000107185,1537,1824,612,2603,996,4503,3953,5762,651,2122
ENSG00000107186,1817,600,2189,2912,3574,3305,2405,3182,1674,1440
ENSG00000107201,1726,2159,3261,7141,4260,8153,4391,4003,1883,2970
ENSG00000107223,10212,7994,17482,11932,2795,10976,13154,22695,9866,8099
ENSG00000107242,251,35,12,308,49,46,1012,17,123,229
ENSG00000107249,198,514,110,967,340,571,757,330,311,172
ENSG00000107262,2406,3154,2764,3638,1570,12185,8357,12872,2116,12950
ENSG00000107263,8051,4609,6203,16805,2540,6701,11620,7340,2611,4926
ENSG00000107281,3303,1519,242,1439,376,4667,3489,7343,3005,2928
ENSG00000107282,369,527,248,510,125,772,325,134,87,251
ENSG00000107290,2972,4094,3574,20651,4810,12287,14750,8729,2840,6329
ENSG00000107331,3179,920,1681,2435,673,7289,3657,11078,2720,3196
ENSG00000107338,254,1461,1103,1214,337,1193,677,1274,497,518
ENSG00000107341,5834,5099,5561,7688,5016,9097,8674,10514,4625,5389
ENSG00000107362,691,1759,685,2032,698,1339,1092,1575,599,927
ENSG00000107371,724,1588,1116,1822,732,2033,1310,1083,262,584
ENSG00000107372,7312,9711,5332,15143,4312,9341,13940,12829,5026,5832
ENSG00000107404,6786,3897,6655,1292,1398,4219,5584,5596,1308,2628
ENSG00000107438,3954,4034,5399,6477,4309,8123,12308,15350,3069,9436
ENSG00000107443,1148,866,821,1224,1883,568,1302,739,345,416
ENSG00000107485,376,16148,1616,1763,986,48794,25858,101747,69049,24104
ENSG00000107518,24,12,11,113,32,8133,6235,9775,33,364
ENSG00000107521,4281,2375,2794,4524,2264,2653,5409,6715,2714,3317
ENSG00000107537,3728,3502,3009,2104,870,3111,2945,2443,1051,1349
ENSG00000107551,2446,2098,1527,11737,2075,577,9501,703,245,548
ENSG00000107554,788,323,777,1272,365,2803,4066,4900,2372,3134
ENSG00000107560,788,788,647,1977,1030,1181,2755,2035,429,946
ENSG00000107562,3776,2571,303,25955,3422,6026,8834,4805,2243,2662
ENSG00000107566,2282,1917,2308,5384,2800,3101,5505,4288,1620,3211
ENSG00000107581,16454,15370,10369,30458,13130,17349,39383,32482,10236,15018
ENSG00000107593,32,27,2,41,9,15,39,9,7,7
ENSG00000107611,57,161,41,285,97,191,165,44,42,54
ENSG00000107614,375,877,380,834,277,398,705,246,115,116
ENSG00000107625,3349,2378,2023,4281,2871,2551,5155,4267,1411,2657
ENSG00000107643,1761,2508,1357,2784,1990,2269,4779,3072,1840,1961
ENSG00000107651,3312,2385,1877,7362,4260,4226,9347,12826,2364,6246
ENSG00000107669,1333,1083,984,3138,1460,2499,5388,4889,1316,2567
ENSG00000107672,1905,656,1228,1656,1035,1098,2699,2539,785,1033
ENSG00000107679,3306,1780,1079,3549,2898,2666,4231,4643,1002,1910
ENSG00000107719,822,517,758,2346,436,801,1438,655,249,884
ENSG00000107731,3154,3592,629,3274,3333,4159,20037,5384,1791,4527
ENSG00000107736,185,141,102,550,153,555,434,408,115,114
ENSG00000107738,2201,2132,1535,7477,878,1360,1924,734,290,1306
ENSG00000107742,2269,1770,1454,18638,2276,889,2077,448,256,783
ENSG00000107745,3816,2971,1627,4281,2679,4378,5749,6066,3555,4019
ENSG00000107758,2879,2359,2060,6411,1913,3396,7165,6003,2657,3220
ENSG00000107771,2743,5361,1672,7635,3147,4191,5819,4577,1867,3626
ENSG00000107779,1978,1296,1247,2182,2758,1407,1155,4344,1624,2288
ENSG00000107789,1445,716,896,1950,1027,1391,2855,2007,869,1214
ENSG00000107796,27822,8746,816,11950,3395,8443,15207,728,3978,3649
ENSG00000107798,4576,3001,1719,40616,2981,6229,10987,4351,3733,3778
ENSG00000107815,2040,1307,1778,1235,1412,1067,2308,1323,483,722
ENSG00000107816,12647,3278,4221,2520,2530,3977,4227,8005,2384,4336
ENSG00000107819,5230,1817,1577,3800,882,3450,5863,4603,1922,2119
ENSG00000107821,750,80,754,459,1269,964,1264,535,119,1277
ENSG00000107829,4417,1924,2946,2275,716,3985,3471,8557,2477,4653
ENSG00000107833,3583,2127,2369,704,1410,511,955,788,446,444
ENSG00000107854,2759,2103,2099,10582,5108,2995,10481,7086,3325,3694
ENSG00000107862,7122,3497,2416,10138,5696,8765,10156,13603,4761,7214
ENSG00000107863,4733,5570,3102,9313,5491,6726,6856,7783,2229,3014
ENSG00000107864,223,150,100,600,262,1094,1492,1980,418,734
ENSG00000107872,1021,391,202,329,119,336,527,659,356,363
ENSG00000107874,3670,2337,1685,2340,1464,2376,3464,5163,2155,2762
ENSG00000107882,2338,1198,891,3605,1532,2214,2583,3397,1384,1924
ENSG00000107890,621,595,473,1095,1573,6711,2643,4066,578,983
ENSG00000107897,2131,2228,1099,4051,1660,6985,5498,4247,1966,2170
ENSG00000107902,3460,1543,1422,1130,599,1043,832,2129,1711,943
ENSG00000107929,6503,10436,5066,7478,3843,9445,8678,8283,3369,4443
ENSG00000107937,7321,14343,7969,5776,4307,4317,5824,3989,3063,2476
ENSG00000107938,884,477,586,1303,1262,1294,1851,2049,395,648
ENSG00000107949,2995,4501,4179,3279,3328,2877,7468,4055,2206,4062
ENSG00000107951,1980,2938,2068,2510,1848,2698,2397,1657,941,1031
ENSG00000107954,949,1948,18,527,599,52,680,704,79,1093
ENSG00000107957,7547,3880,3113,14883,11393,7387,13999,2020,2883,3124
ENSG00000107959,4049,7091,1544,4138,4759,6572,9294,5818,2766,3107
ENSG00000107960,1137,638,1145,2009,457,1801,2911,2732,921,2155
ENSG00000107968,501,1070,525,1546,303,1048,551,1262,235,569
ENSG00000107984,441,354,1044,907,6,20,3,7,25,64
ENSG00000108001,43,23,18,607,67,187,441,72,49,158
ENSG00000108010,4919,3362,3981,3746,3831,2024,7450,2988,1661,2212
ENSG00000108018,51,0,0,32,10,48,12,5431,612,1215
ENSG00000108021,5497,16133,3436,14859,5952,13109,10783,31536,2823,5421
ENSG00000108039,4824,3206,2377,5469,3587,3184,4859,3194,1351,1652
ENSG00000108055,5989,4274,4687,11211,5670,4644,9826,7780,3815,5039
ENSG00000108061,2257,2499,1208,8031,3008,3926,6981,6541,2033,4643
ENSG00000108064,2205,3227,3698,5236,3943,3360,6473,5313,1476,3049
ENSG00000108091,8118,7623,4977,8631,6815,7839,13617,13261,4579,6646
ENSG00000108094,2495,4171,2351,5327,2584,5079,7022,3931,1878,2979
ENSG00000108100,7248,7683,5720,9579,4363,6519,6878,7136,2516,4055
ENSG00000108106,819,4082,5523,1644,1156,552,847,757,771,284
ENSG00000108107,19534,53504,87569,43039,8362,21353,48365,26092,25170,19182
ENSG00000108175,9702,10767,6072,11268,9370,12339,19444,30784,7665,13308
ENSG00000108176,123,74,55,46,97,1503,4147,16759,8934,7243
ENSG00000108179,7283,5896,8348,7565,4641,2779,10559,7784,7827,6475
ENSG00000108187,583,196,137,414,245,645,843,1061,325,714
ENSG00000108219,14618,4663,3898,12246,4403,5869,10197,9818,5499,5933
ENSG00000108239,831,711,331,1641,865,1416,3352,4262,483,2961
ENSG00000108244,11421,6814,676,1565,66,359,690,1055,102,814
ENSG00000108256,5907,7278,4646,16740,5643,14748,15348,12712,5483,6131
ENSG00000108262,7034,5581,7328,4815,2721,5220,4623,5390,3676,3953
ENSG00000108298,62701,92116,52706,71070,15555,40207,82738,62298,49670,41264
ENSG00000108306,1266,1986,1011,2977,870,3586,3174,3731,1677,1883
ENSG00000108309,161,27,98,18,22,25,15,29,10,31
ENSG00000108312,8982,8143,10007,9913,3924,15620,11011,14868,8116,8602
ENSG00000108344,14191,11442,8304,8992,3618,11577,13007,12838,14288,7011
ENSG00000108349,10487,6211,5152,9365,3304,13109,10535,11030,6112,6254
ENSG00000108352,413,328,751,199,280,601,196,460,11862,214
ENSG00000108370,2012,54,759,282,88,281,155,626,364,361
ENSG00000108375,346,497,208,51,121,1110,761,856,750,699
ENSG00000108379,314,259,369,129,49,1368,410,1801,586,831
ENSG00000108381,21,15,0,325,42,267,104,22,9,41
ENSG00000108384,920,1700,614,1186,564,3385,1988,1453,875,1421
ENSG00000108387,1379,2860,728,658,240,991,707,195,375,500
ENSG00000108389,3428,4500,2067,5409,2723,6520,6104,6237,2948,3129
ENSG00000108395,1479,3048,998,3276,1194,3037,4302,5833,1933,1769
ENSG00000108405,178,11,10,264,57,95,90,5,12,39
ENSG00000108406,3245,4947,1869,4484,1878,5673,5710,8159,3755,3390
ENSG00000108423,726,1041,352,991,367,982,717,961,523,587
ENSG00000108424,18163,13254,14833,29106,11105,21070,26910,25019,10994,12956
ENSG00000108433,2747,3611,1891,4142,1602,5348,4142,4521,1466,2786
ENSG00000108439,2088,1113,967,1262,486,2685,2068,3054,1776,1544
ENSG00000108443,1670,2860,1166,3813,1268,4105,4023,4399,2377,2445
ENSG00000108448,380,481,123,271,453,653,564,932,646,458
ENSG00000108465,569,83,81,140,202,484,532,624,153,123
ENSG00000108468,10207,7540,5524,7133,4819,7674,7098,8725,5062,5628
ENSG00000108469,2275,2686,1070,1297,686,2775,1946,3135,1543,1546
ENSG00000108474,515,280,340,359,242,1028,863,1331,204,572
ENSG00000108479,3157,2665,1145,981,256,966,1280,1491,592,865
ENSG00000108506,894,2032,448,2089,1052,2154,2070,2078,609,1257
ENSG00000108509,2548,1227,991,2604,618,5262,4073,6789,1342,2641
ENSG00000108510,2854,8320,2365,13049,4811,12207,10742,10016,5809,5545
ENSG00000108511,43,43,15,29,7,29,480,5,11,137
ENSG00000108515,846,66,147,179,82,604,538,1056,136,232
ENSG00000108518,47171,26065,36400,42870,8886,21259,35151,21185,13953,13297
ENSG00000108523,10778,4032,4311,7343,2558,11604,7889,15174,6077,7535
ENSG00000108528,6938,3092,3171,3872,1127,4703,6266,6486,2333,3278
ENSG00000108551,15005,1196,455,1158,222,310,197,616,80,686
ENSG00000108556,167,16,18,37,22,42,46,17,18,18
ENSG00000108557,4561,3223,1964,1671,935,6322,4426,9290,1848,3353
ENSG00000108559,3892,3328,2105,3833,1161,2183,3570,2936,1807,2403
ENSG00000108561,9529,8283,10842,8251,2920,6845,10353,10286,2757,6410
ENSG00000108576,27,221,2,28,1,4521,87,56,17,77
ENSG00000108578,5069,3901,3082,4767,969,4036,2209,4062,919,1772
ENSG00000108582,3637,13849,2734,11306,1783,28116,30218,14674,5639,17152
ENSG00000108587,3106,3621,2032,4609,1577,7371,6328,6162,2686,3836
ENSG00000108588,5224,14122,3529,11817,4921,17931,16309,13952,7452,7966
ENSG00000108590,127,93,84,221,57,280,323,349,130,161
ENSG00000108591,1905,1707,1088,1522,613,1879,1885,2863,1828,1162
ENSG00000108592,5455,9333,2624,5296,1988,5629,5905,4866,3882,2845
ENSG00000108599,1398,1083,818,2854,847,3688,4300,4515,1090,3097
ENSG00000108604,11785,17282,9633,7981,5274,10271,9643,13068,7265,8475
ENSG00000108622,246,94,45,852,92,247,286,41,91,162
ENSG00000108639,7970,19909,7323,14623,2988,16655,20791,21587,17024,14364
ENSG00000108641,653,801,345,301,311,827,522,2320,227,813
ENSG00000108651,4313,4562,3422,5190,1683,3378,4200,3318,1981,1918
ENSG00000108654,36109,47774,25727,51488,19428,51564,51552,66231,41042,28017
ENSG00000108666,988,1374,870,894,422,1978,1795,2779,944,1417
ENSG00000108669,4177,4528,2630,11150,1770,4330,4353,4290,2634,2542
ENSG00000108671,11498,9059,7216,9213,4052,7952,7156,7381,6506,4687
ENSG00000108679,26694,17340,40493,31218,16319,79244,29706,24679,52657,24536
ENSG00000108691,655,3227,7966,3579,965,721,2333,382,1044,556
ENSG00000108700,94,698,279,954,297,71,230,26,24,20
ENSG00000108733,438,856,245,709,146,2019,1058,1633,430,944
ENSG00000108771,1189,312,522,1786,532,3059,1262,1740,1314,1524
ENSG00000108773,7244,4225,4374,1962,1240,4628,2936,5176,3115,1845
ENSG00000108774,3922,2523,1334,3375,698,3773,3148,4398,2153,2671
ENSG00000108784,2769,1933,993,2022,474,3164,2565,2981,1396,2002
ENSG00000108785,36,56,6,41,24,33,68,54,13,21
ENSG00000108786,83,21,115,12,10,32,36,58,29,19
ENSG00000108788,3682,3541,1749,3261,946,3132,6734,3005,2812,1713
ENSG00000108797,314,311,100,974,250,551,814,1584,160,120
ENSG00000108798,702,407,569,2146,231,474,1199,290,156,454
ENSG00000108799,2024,1235,918,3155,805,4353,2926,3591,1568,2464
ENSG00000108813,854,88,190,71,15,10,38,117,163,44
ENSG00000108819,6624,3523,3612,6972,1717,4723,6635,7029,4220,3676
ENSG00000108821,213301,600671,54143,473864,211641,383451,690454,20815,325079,73445
